sentence1,sentence2,label
"2025, June 08",2025-06-08,1
"08 June, 2025",08/06/2025,1
"March 08, 2025","June 08, 2025",0
"08 June, 2025","08 Jun, 25",1
2025/6/8,"Jun 08, 2025",1
June 2025 08,"25, June 08",0
2025Jun08,08Jun2025,1
"June 08, 2018","08 Jun, 2025",0
"25, June 08","2025, Jun 08",1
6/8/2025,"2025, Jun 08",1
Random date text,"25, June 08",0
08/06/25,"2025, Jun 08",1
"2025, Jun 08","25, June 08",1
"June 08, 2018","2025, June 08",0
6/8/2025,"2025, Jun 08",1
25/08/06,06/08/2025,0
"25, Jun 08","25, June 08",1
6/8/25,06/08/25,1
2025/08/06,"2025, Jun 08",0
06/08/2025,08Jun2025,1
"2025, Jun 08",6/8/2025,1
"January 38, 2004","08 Jun, 2025",0
"Jun 08, 25","2025, Jun 08",1
"June 08, 2018",Jun082025,0
"2025, Jun 08",08Jun2025,1
2025/06/08,"Jun 08, 2025",1
June 2025 08,"Jun 08, 2025",0
2025/06/08,Jun082025,1
2025-06-08,2025/06/08,1
"June 08, 2018","2025, Jun 08",0
"08 Jun, 25",08Jun2025,1
25/08/06,6/8/2025,0
8/6/2025,"25, June 08",1
"25, June 08","2025, June 08",1
2025/08/06,"Jun 08, 2025",0
20250608,8/6/2025,1
08/06/2025,"08 June, 2025",1
Random date text,"Jun 08, 25",0
08Jun2025,08/06/25,1
25/08/06,"25, June 08",0
"08 Jun, 25","08 June, 2025",1
Jun082025,"25, June 08",1
2025/08/06,06/08/25,0
"08 Jun, 25","Jun 08, 2025",1
08/06/25,20250608,1
"March 08, 2025",06/08/2025,0
6/8/25,"08 Jun, 2025",1
2025/08/06,"June 08, 2025",0
"08 Jun, 25",2025/6/8,1
"25, June 08","25, Jun 08",1
Random date text,2025Jun08,0
2025/06/08,"Jun 08, 25",1
"08 Jun, 2025","Jun 08, 25",1
"March 08, 2025",8/6/2025,0
6/8/25,"25, Jun 08",1
2025/08/06,6/8/2025,0
"25, Jun 08","Jun 08, 25",1
6/8/25,08Jun2025,1
Random date text,"2025, June 08",0
"June 08, 2025",2025/06/08,1
2025/06/08,08/06/2025,1
"January 38, 2004","2025, Jun 08",0
6/8/25,2025-06-08,1
"March 08, 2025",06/08/2025,0
"2025, Jun 08",06/08/25,1
20250608,"25, June 08",1
Random date text,"2025, June 08",0
8/6/25,08/06/25,1
"25, Jun 08","Jun 08, 25",1
"March 08, 2025",08/06/2025,0
"2025, Jun 08",2025/06/08,1
"March 08, 2025","08 Jun, 2025",0
"25, June 08","Jun 08, 25",1
2025/6/8,"08 Jun, 25",1
25/08/06,08/06/25,0
8/6/2025,Jun082025,1
"08 June, 2025",6/8/25,1
"March 08, 2025",08/06/25,0
2025Jun08,8/6/2025,1
"June 08, 2018",2025/06/08,0
08Jun2025,8/6/25,1
"08 Jun, 2025",Jun082025,1
"January 38, 2004",08/06/2025,0
"June 08, 2025","Jun 08, 2025",1
"2025, June 08","25, Jun 08",1
"January 38, 2004",Jun082025,0
6/8/25,6/8/2025,1
"June 08, 2018",2025Jun08,0
08/06/2025,"2025, Jun 08",1
2025-06-08,Jun082025,1
"January 38, 2004",8/6/25,0
"June 08, 2025",08/06/2025,1
08Jun2025,8/6/25,1
"March 08, 2025","2025, June 08",0
Jun082025,06/08/2025,1
"March 08, 2025",08/06/2025,0
"Jun 08, 25","08 Jun, 2025",1
"June 08, 2025",08/06/2025,1
"June 08, 2018","25, Jun 08",0
6/8/2025,"08 Jun, 25",1
06/08/25,2025/6/8,1
2025/08/06,"2025, Jun 08",0
6/8/2025,"08 June, 2025",1
"March 08, 2025",2025/6/8,0
2025/06/08,08/06/2025,1
"25, June 08",6/8/25,1
"January 38, 2004","2025, June 08",0
6/8/2025,"Jun 08, 2025",1
"June 08, 2025","Jun 08, 25",1
June 2025 08,2025/6/8,0
"25, Jun 08","2025, Jun 08",1
"June 08, 2018",2025-06-08,0
8/6/2025,2025/6/8,1
"Jun 08, 2025",06/08/2025,1
June 2025 08,"June 08, 2025",0
08/06/25,2025/6/8,1
06/08/2025,"25, June 08",1
"June 08, 2018",06/08/2025,0
2025/6/8,6/8/2025,1
"March 08, 2025","08 June, 2025",0
6/8/25,"2025, June 08",1
2025/6/8,06/08/25,1
June 2025 08,06/08/25,0
Jun082025,"Jun 08, 2025",1
"2025, Jun 08",6/8/2025,1
"January 38, 2004","08 Jun, 2025",0
Jun082025,"25, June 08",1
June 2025 08,08/06/25,0
"2025, June 08",08/06/2025,1
06/08/2025,"Jun 08, 2025",1
June 2025 08,"08 June, 2025",0
"2025, June 08","25, June 08",1
2025-06-08,08/06/2025,1
2025/08/06,"08 Jun, 2025",0
6/8/25,"2025, Jun 08",1
"January 38, 2004",08Jun2025,0
"Jun 08, 2025","25, Jun 08",1
"June 08, 2025","08 Jun, 25",1
"June 08, 2018","25, June 08",0
01/18/2025,2025/01/18,1
01/18/25,"Jan 18, 2025",1
January 2025 18,"25, Jan 18",0
18/01/2025,1/18/2025,1
"June 18, 2025","2025, Jan 18",0
"Jan 18, 2025","Jan 18, 25",1
2025Jan18,"Jan 18, 2025",1
Random date text,"January 18, 2025",0
"25, Jan 18",18/1/25,1
18Jan2025,1/18/2025,1
"June 18, 2025","2025, Jan 18",0
"18 January, 2025",18/01/25,1
"November 38, 2075","18 January, 2025",0
"18 Jan, 2025",01/18/2025,1
"January 18, 2025","18 January, 2025",1
"June 18, 2025",2025/01/18,0
18/01/2025,18/1/25,1
"2025, January 18",18/1/25,1
"November 38, 2075",18/1/25,0
"18 Jan, 2025","25, Jan 18",1
"January 18, 2017",18/01/25,0
"2025, January 18",01/18/2025,1
1/18/2025,"25, Jan 18",1
2025/18/01,2025-01-18,0
1/18/2025,"2025, Jan 18",1
20250118,"18 Jan, 2025",1
25/18/01,01/18/2025,0
"Jan 18, 25",2025/01/18,1
"January 18, 2017","2025, Jan 18",0
"25, Jan 18",Jan182025,1
2025Jan18,"January 18, 2025",1
"January 18, 2017",18/1/2025,0
"2025, Jan 18",18/1/2025,1
20250118,18/01/25,1
25/18/01,"Jan 18, 2025",0
01/18/2025,"18 Jan, 2025",1
25/18/01,1/18/2025,0
18/01/2025,18Jan2025,1
"18 Jan, 2025","Jan 18, 2025",1
"June 18, 2025",2025/01/18,0
2025-01-18,"Jan 18, 2025",1
"25, January 18",01/18/2025,1
"January 18, 2017","2025, Jan 18",0
"18 January, 2025",18/1/2025,1
"January 18, 2017","18 Jan, 2025",0
18/1/2025,2025Jan18,1
1/18/2025,2025-01-18,1
"June 18, 2025",2025-01-18,0
"18 Jan, 25",Jan182025,1
18/1/2025,18/1/25,1
"November 38, 2075","Jan 18, 25",0
Jan182025,1/18/25,1
"June 18, 2025",01/18/2025,0
18Jan2025,"2025, Jan 18",1
18Jan2025,1/18/25,1
"January 18, 2017","18 Jan, 2025",0
2025/01/18,"Jan 18, 25",1
"18 January, 2025",Jan182025,1
2025/18/01,1/18/25,0
"2025, January 18","25, Jan 18",1
25/18/01,"25, January 18",0
"2025, January 18",18/01/2025,1
"25, Jan 18",2025/1/18,1
January 2025 18,"2025, Jan 18",0
"Jan 18, 2025","January 18, 2025",1
"Jan 18, 2025",1/18/2025,1
January 2025 18,"Jan 18, 2025",0
18/1/2025,18/01/25,1
Random date text,"18 Jan, 25",0
20250118,2025-01-18,1
"January 18, 2025",1/18/2025,1
January 2025 18,"2025, January 18",0
18/1/25,"18 Jan, 2025",1
"Jan 18, 2025",2025Jan18,1
"January 18, 2017","25, January 18",0
20250118,"18 Jan, 25",1
"January 18, 2017",18/01/2025,0
2025/01/18,2025Jan18,1
"January 18, 2025","Jan 18, 2025",1
2025/18/01,18/01/25,0
18/01/2025,"18 Jan, 2025",1
2025-01-18,18/1/25,1
Random date text,"Jan 18, 2025",0
"25, January 18","18 January, 2025",1
Random date text,18Jan2025,0
1/18/2025,Jan182025,1
01/18/25,"January 18, 2025",1
Random date text,18Jan2025,0
18/1/2025,2025/01/18,1
18/1/2025,01/18/25,1
January 2025 18,2025-01-18,0
"January 18, 2025",18/1/2025,1
25/18/01,"2025, Jan 18",0
"25, January 18","18 Jan, 2025",1
2025/1/18,"25, Jan 18",1
January 2025 18,2025/1/18,0
20250118,2025-01-18,1
"Jan 18, 25","Jan 18, 2025",1
"November 38, 2075",Jan182025,0
18/1/25,"2025, Jan 18",1
"June 18, 2025","18 Jan, 2025",0
"25, Jan 18","25, January 18",1
01/18/25,18/01/25,1
25/18/01,"2025, January 18",0
2025/1/18,18/1/2025,1
18/1/2025,01/18/25,1
January 2025 18,"January 18, 2025",0
18/1/2025,01/18/25,1
Random date text,20250118,0
1/18/2025,18/01/25,1
"18 January, 2025",18/1/2025,1
"November 38, 2075",18Jan2025,0
"18 January, 2025","Jan 18, 2025",1
"2025, January 18",18/1/2025,1
"November 38, 2075","2025, Jan 18",0
"2025, Jan 18","25, January 18",1
Random date text,"18 Jan, 25",0
1/18/25,2025-01-18,1
1/18/2025,Jan182025,1
Random date text,"2025, Jan 18",0
"Jan 18, 2025",1/18/25,1
2025/1/18,01/18/25,1
25/18/01,"Jan 18, 2025",0
"January 18, 2025",18/1/2025,1
Random date text,Jan182025,0
2025/1/18,"25, Jan 18",1
18/1/25,"January 18, 2025",1
"January 18, 2017","25, January 18",0
"18 Jan, 25",Jan182025,1
01/18/25,Jan182025,1
2025/18/01,1/18/2025,0
1/18/2025,"2025, Jan 18",1
"January 18, 2017",18/01/25,0
"Jan 18, 2025",18/01/25,1
"18 Jan, 2025",2025/01/18,1
"June 18, 2025",18Jan2025,0
1/18/25,2025Jan18,1
2025-01-18,2025/01/18,1
"November 38, 2075","25, January 18",0
"18 Jan, 25",2025/01/18,1
"June 18, 2025","25, January 18",0
"2025, Jan 18",2025Jan18,1
2025-01-18,2025Jan18,1
2025/18/01,01/18/2025,0
1/18/2025,2025-01-18,1
1/18/25,"18 Jan, 25",1
25/18/01,1/18/25,0
18/1/2025,18/01/25,1
"June 18, 2025",18/1/2025,0
18/01/2025,"18 Jan, 25",1
Jan182025,"2025, Jan 18",1
"November 38, 2075","25, January 18",0
01/18/25,"25, January 18",1
18Jan2025,"Jan 18, 25",1
25/18/01,18/01/2025,0
18/01/2025,"18 Jan, 2025",1
"November 38, 2075","18 Jan, 25",0
1/18/25,"18 January, 2025",1
"Jan 18, 2025","2025, Jan 18",1
"November 38, 2075","18 Jan, 2025",0
"Jan 18, 2025",18/01/2025,1
"25, Jan 18",2025-01-18,1
2025/18/01,"Jan 18, 2025",0
18/01/25,"25, January 18",1
January 2025 18,"18 Jan, 25",0
"2025, Jan 18",18Jan2025,1
"2025, Jan 18","2025, Jan 18",1
"November 38, 2075","18 January, 2025",0
2025/1/18,1/18/2025,1
"2025, January 18","Jan 18, 2025",1
Random date text,2025/1/18,0
"18 Jan, 2025",2025/1/18,1
25/18/01,18/1/2025,0
18/1/25,"January 18, 2025",1
2025Jan18,2025/01/18,1
Random date text,"Jan 18, 2025",0
2025-01-18,"18 Jan, 25",1
"January 18, 2025",18/01/25,1
"June 18, 2025","2025, January 18",0
"18 Jan, 25",2025/1/18,1
25/18/01,"2025, Jan 18",0
2025/01/18,"25, Jan 18",1
"January 18, 2025","Jan 18, 25",1
"November 38, 2075","2025, Jan 18",0
"25, January 18","25, Jan 18",1
"18 Jan, 2025",01/18/2025,1
"November 38, 2075",18/01/25,0
"Jan 18, 2025",2025-01-18,1
2025/18/01,1/18/25,0
2025/01/18,"2025, Jan 18",1
1/18/2025,"18 Jan, 2025",1
"January 18, 2017","2025, Jan 18",0
20250118,1/18/2025,1
18Jan2025,1/18/25,1
Random date text,2025/1/18,0
"18 Jan, 2025",2025/01/18,1
"January 18, 2017","18 January, 2025",0
"January 18, 2025","Jan 18, 2025",1
18/01/2025,1/18/25,1
"June 18, 2025",2025-01-18,0
2024-10-07,"Oct 07, 2024",1
"24, October 07",10/07/2024,1
Random date text,07/10/24,0
"October 07, 2024","Oct 07, 2024",1
"July 33, 2071","2024, Oct 07",0
Oct072024,"07 Oct, 2024",1
2024Oct07,7/10/2024,1
Random date text,"Oct 07, 2024",0
07/10/2024,"Oct 07, 2024",1
"Oct 07, 24","October 07, 2024",1
October 2024 07,"24, Oct 07",0
"07 Oct, 24",10/7/24,1
Random date text,10/7/2024,0
Oct072024,"Oct 07, 2024",1
07/10/24,2024-10-07,1
Random date text,20241007,0
07Oct2024,10/7/2024,1
"2024, Oct 07","October 07, 2024",1
October 2024 07,2024Oct07,0
"Oct 07, 24",7/10/2024,1
"December 07, 2024","07 Oct, 2024",0
"24, October 07",10/07/2024,1
2024-10-07,07/10/24,1
"October 07, 2026","Oct 07, 2024",0
"Oct 07, 24","07 Oct, 2024",1
7/10/2024,Oct072024,1
24/07/10,2024Oct07,0
2024-10-07,"Oct 07, 2024",1
October 2024 07,"Oct 07, 24",0
"07 Oct, 24",10/07/24,1
10/07/2024,07/10/24,1
Random date text,Oct072024,0
"2024, Oct 07",10/7/2024,1
07/10/2024,2024/10/07,1
2024/07/10,20241007,0
07/10/24,10/7/24,1
2024/07/10,"24, October 07",0
10/7/24,"Oct 07, 2024",1
"07 Oct, 2024",2024-10-07,1
"October 07, 2026","07 Oct, 24",0
7/10/24,"2024, Oct 07",1
2024-10-07,"Oct 07, 2024",1
"October 07, 2026","October 07, 2024",0
"October 07, 2024","Oct 07, 24",1
24/07/10,"2024, Oct 07",0
"2024, October 07",2024-10-07,1
"2024, Oct 07",2024/10/7,1
"December 07, 2024",7/10/2024,0
Oct072024,"24, October 07",1
07Oct2024,7/10/2024,1
"July 33, 2071",07/10/2024,0
7/10/24,"07 Oct, 2024",1
"December 07, 2024",07/10/2024,0
"2024, October 07",7/10/2024,1
"Oct 07, 24",07/10/24,1
October 2024 07,2024/10/07,0
"24, October 07",10/07/24,1
"07 Oct, 2024",Oct072024,1
"October 07, 2026",07/10/24,0
"07 Oct, 24","2024, Oct 07",1
October 2024 07,"07 Oct, 2024",0
2024/10/7,10/07/2024,1
"07 October, 2024","07 Oct, 2024",1
"October 07, 2026",20241007,0
"October 07, 2024",7/10/2024,1
2024Oct07,10/7/2024,1
October 2024 07,7/10/24,0
"October 07, 2024",7/10/24,1
"October 07, 2026","24, October 07",0
"2024, Oct 07",7/10/24,1
"07 Oct, 2024","07 Oct, 24",1
2024/07/10,"07 Oct, 24",0
Oct072024,7/10/24,1
2024Oct07,10/7/2024,1
"July 33, 2071","07 Oct, 2024",0
2024Oct07,"2024, Oct 07",1
"October 07, 2026",07/10/24,0
2024-10-07,20241007,1
07/10/2024,2024/10/07,1
"July 33, 2071",20241007,0
"Oct 07, 24",Oct072024,1
"2024, Oct 07","07 Oct, 2024",1
"October 07, 2026",10/07/2024,0
2024Oct07,2024/10/7,1
"December 07, 2024",2024/10/7,0
07/10/24,2024Oct07,1
"2024, Oct 07","2024, Oct 07",1
"July 33, 2071","07 Oct, 2024",0
Oct072024,"2024, October 07",1
10/07/2024,"07 Oct, 2024",1
"July 33, 2071","07 Oct, 2024",0
"07 October, 2024","2024, Oct 07",1
"December 07, 2024",2024-10-07,0
"2024, Oct 07","2024, Oct 07",1
2024Oct07,07/10/2024,1
2024/07/10,10/7/2024,0
"Oct 07, 2024",2024Oct07,1
2024/10/7,10/7/2024,1
2024/07/10,2024Oct07,0
2024/10/7,10/07/2024,1
October 2024 07,2024/10/07,0
2024-10-07,"24, October 07",1
"07 Oct, 2024",20241007,1
Random date text,"2024, Oct 07",0
"07 October, 2024","Oct 07, 2024",1
"2024, Oct 07",07/10/2024,1
"December 07, 2024",7/10/2024,0
2024-10-07,"Oct 07, 2024",1
2024/07/10,"24, October 07",0
"24, Oct 07","07 Oct, 24",1
07Oct2024,07/10/24,1
October 2024 07,"24, October 07",0
"2024, Oct 07","Oct 07, 2024",1
"October 07, 2024","07 October, 2024",1
"July 33, 2071","Oct 07, 2024",0
10/07/2024,20241007,1
"July 33, 2071","2024, Oct 07",0
"2024, October 07","Oct 07, 2024",1
07Oct2024,20241007,1
"July 33, 2071",7/10/24,0
10/07/24,2024/10/7,1
"07 Oct, 2024",10/7/24,1
Random date text,"07 Oct, 2024",0
10/7/2024,20241007,1
24/07/10,2024Oct07,0
"October 07, 2024","2024, Oct 07",1
07/10/2024,2024/10/07,1
2024/07/10,"07 Oct, 2024",0
10/7/24,2024/10/7,1
"07 October, 2024","2024, Oct 07",1
"December 07, 2024",10/7/2024,0
"07 Oct, 24",Oct072024,1
"December 07, 2024",2024/10/07,0
"October 07, 2024",07Oct2024,1
2024/10/07,2024Oct07,1
"July 33, 2071",7/10/2024,0
2024/10/7,2024Oct07,1
"07 Oct, 2024",20241007,1
2024/07/10,10/7/2024,0
10/07/24,"October 07, 2024",1
"July 33, 2071","Oct 07, 24",0
"2024, Oct 07",07/10/2024,1
20241007,"Oct 07, 24",1
"July 33, 2071",2024/10/7,0
"07 Oct, 2024",Oct072024,1
"October 07, 2024",7/10/2024,1
24/07/10,7/10/24,0
"2024, Oct 07","07 Oct, 24",1
October 2024 07,"07 Oct, 24",0
10/07/24,2024/10/07,1
10/7/2024,7/10/24,1
2024/07/10,07/10/24,0
7/10/24,2024Oct07,1
"07 October, 2024","24, Oct 07",1
Random date text,2024-10-07,0
2024/10/07,"Oct 07, 2024",1
24/07/10,"Oct 07, 2024",0
"07 Oct, 2024","07 October, 2024",1
07Oct2024,"24, October 07",1
"July 33, 2071","24, Oct 07",0
07Oct2024,7/10/24,1
10/07/24,"07 October, 2024",1
"July 33, 2071","24, Oct 07",0
07/10/2024,"Oct 07, 2024",1
2024/07/10,2024/10/7,0
07Oct2024,"07 October, 2024",1
"07 Oct, 2024","October 07, 2024",1
October 2024 07,07Oct2024,0
07/10/24,"2024, Oct 07",1
7/10/24,"Oct 07, 2024",1
"December 07, 2024","07 October, 2024",0
07/10/24,"07 Oct, 2024",1
Random date text,2024-10-07,0
7/10/2024,2024/10/7,1
Oct072024,"24, October 07",1
24/07/10,"07 Oct, 2024",0
"Oct 07, 2024",2024/10/07,1
2024Oct07,2024/10/07,1
24/07/10,2024/10/07,0
"07 Oct, 24",07/10/24,1
2024/07/10,"07 Oct, 2024",0
2024/10/7,"07 Oct, 2024",1
2024Oct07,Oct072024,1
24/07/10,"October 07, 2024",0
10/7/24,07/10/24,1
10/07/2024,2024Oct07,1
"December 07, 2024","2024, Oct 07",0
"07 Oct, 2024","24, Oct 07",1
24/07/10,"October 07, 2024",0
"2024, Oct 07",2024/10/07,1
07Oct2024,10/7/2024,1
"December 07, 2024",7/10/24,0
10/07/24,"07 Oct, 2024",1
"Oct 07, 2024","24, Oct 07",1
October 2024 07,"2024, Oct 07",0
"2024, October 07","Oct 07, 24",1
"July 33, 2071",10/07/24,0
"24, October 07",2024-10-07,1
07Oct2024,"07 October, 2024",1
"July 33, 2071",2024/10/7,0
21/06/24,"24, June 21",1
2024-06-21,21/06/24,1
"June 21, 2019",21/6/24,0
Jun212024,"24, June 21",1
"June 21, 2019","2024, Jun 21",0
21/06/2024,"24, Jun 21",1
2024/06/21,21/6/2024,1
"May 21, 2024","Jun 21, 2024",0
2024-06-21,"Jun 21, 2024",1
"Jun 21, 2024","Jun 21, 24",1
"June 21, 2019","21 Jun, 24",0
"2024, Jun 21","2024, June 21",1
2024/21/06,6/21/24,0
21/6/24,21/06/24,1
2024/6/21,6/21/2024,1
June 2024 21,"21 June, 2024",0
"2024, Jun 21","24, June 21",1
21/06/2024,"Jun 21, 24",1
"May 21, 2024","24, June 21",0
20240621,"Jun 21, 2024",1
Random date text,21/06/24,0
"24, June 21","21 Jun, 2024",1
"21 Jun, 2024","24, June 21",1
"May 21, 2024","21 Jun, 24",0
"2024, Jun 21",2024/6/21,1
"21 June, 2024",06/21/24,1
June 2024 21,"21 Jun, 2024",0
"21 Jun, 24",06/21/24,1
24/21/06,"21 June, 2024",0
21/06/2024,"24, Jun 21",1
"21 Jun, 2024","Jun 21, 2024",1
2024/21/06,2024-06-21,0
"24, Jun 21",21/6/2024,1
21/06/2024,6/21/24,1
June 2024 21,21/6/2024,0
2024Jun21,"2024, Jun 21",1
24/21/06,21Jun2024,0
"Jun 21, 24",2024/6/21,1
2024/6/21,6/21/24,1
"May 21, 2024","24, June 21",0
21/06/2024,"21 Jun, 2024",1
"Jun 21, 24","21 Jun, 2024",1
June 2024 21,2024Jun21,0
06/21/2024,21/6/24,1
2024/21/06,"2024, June 21",0
2024Jun21,2024/6/21,1
"June 21, 2024","21 Jun, 2024",1
June 2024 21,"21 June, 2024",0
"21 Jun, 24","21 Jun, 2024",1
"2024, Jun 21",2024-06-21,1
2024/21/06,"Jun 21, 2024",0
"June 21, 2024",2024Jun21,1
Random date text,6/21/2024,0
"June 21, 2024","21 June, 2024",1
"June 21, 2024",21/6/2024,1
24/21/06,6/21/24,0
"Jun 21, 2024","24, June 21",1
"Jun 21, 2024","Jun 21, 2024",1
Random date text,"24, June 21",0
"24, Jun 21",2024-06-21,1
June 2024 21,"June 21, 2024",0
"2024, Jun 21","2024, June 21",1
Jun212024,"2024, Jun 21",1
"June 21, 2019","Jun 21, 2024",0
"June 21, 2024",06/21/24,1
21/06/24,"2024, June 21",1
"May 21, 2024",2024/6/21,0
"24, Jun 21",21/06/2024,1
June 2024 21,06/21/24,0
"Jun 21, 2024",21/06/24,1
21/6/24,"21 Jun, 2024",1
"May 21, 2024","2024, Jun 21",0
21Jun2024,21/6/24,1
"2024, Jun 21","2024, Jun 21",1
June 2024 21,"Jun 21, 24",0
"Jun 21, 2024","June 21, 2024",1
2024/21/06,21/06/24,0
"2024, Jun 21","21 June, 2024",1
"24, June 21","Jun 21, 2024",1
"July 35, 2020",2024/06/21,0
"2024, Jun 21",21/6/24,1
2024Jun21,Jun212024,1
Random date text,21/6/2024,0
"Jun 21, 2024",21Jun2024,1
"June 21, 2019","21 June, 2024",0
20240621,2024/06/21,1
2024/06/21,"21 Jun, 2024",1
24/21/06,06/21/24,0
"2024, June 21","21 June, 2024",1
"24, June 21",2024/06/21,1
24/21/06,"21 Jun, 2024",0
"Jun 21, 24","2024, Jun 21",1
24/21/06,"21 Jun, 2024",0
6/21/24,2024/06/21,1
"21 Jun, 24",6/21/2024,1
"May 21, 2024",20240621,0
"2024, June 21",21/6/2024,1
"2024, Jun 21","21 Jun, 2024",1
"May 21, 2024",21/6/2024,0
"21 Jun, 24","24, June 21",1
"July 35, 2020",06/21/24,0
"21 Jun, 24",21/6/24,1
"21 June, 2024",2024-06-21,1
2024/21/06,"2024, Jun 21",0
21/06/24,"Jun 21, 24",1
"21 Jun, 2024","24, Jun 21",1
"May 21, 2024",21/06/24,0
"21 Jun, 24",21/6/24,1
24/21/06,"June 21, 2024",0
"24, June 21","Jun 21, 2024",1
"2024, Jun 21","24, June 21",1
"June 21, 2019","24, Jun 21",0
2024/6/21,Jun212024,1
"2024, Jun 21","2024, Jun 21",1
June 2024 21,2024Jun21,0
"24, June 21",2024-06-21,1
June 2024 21,"Jun 21, 24",0
2024/06/21,"21 June, 2024",1
2024Jun21,21/06/24,1
24/21/06,6/21/24,0
"June 21, 2024","Jun 21, 2024",1
"21 Jun, 2024","Jun 21, 2024",1
"May 21, 2024",21Jun2024,0
21/6/24,2024/06/21,1
June 2024 21,"2024, June 21",0
6/21/2024,"2024, June 21",1
"Jun 21, 24","24, June 21",1
"May 21, 2024",6/21/24,0
2024-06-21,"June 21, 2024",1
21/06/2024,"Jun 21, 2024",1
24/21/06,"21 Jun, 2024",0
"21 Jun, 2024",6/21/24,1
Random date text,"21 Jun, 2024",0
21/06/2024,20240621,1
"21 Jun, 2024","21 Jun, 24",1
2024/21/06,06/21/2024,0
"21 June, 2024",20240621,1
"21 Jun, 24","24, June 21",1
Random date text,"24, June 21",0
2024/6/21,"Jun 21, 2024",1
2024/21/06,"21 Jun, 24",0
"June 21, 2024",06/21/24,1
"Jun 21, 2024",6/21/2024,1
Random date text,2024/6/21,0
"24, Jun 21","Jun 21, 24",1
"21 Jun, 2024",21/6/2024,1
2024/21/06,"21 Jun, 2024",0
06/21/2024,"2024, Jun 21",1
Random date text,21/6/24,0
2024-06-21,6/21/24,1
20240621,"Jun 21, 2024",1
24/21/06,"June 21, 2024",0
21/06/24,2024/06/21,1
2024Jun21,6/21/24,1
"June 21, 2019","21 Jun, 24",0
21/06/24,"24, Jun 21",1
June 2024 21,06/21/2024,0
2024/06/21,21/6/24,1
21/06/24,2024/6/21,1
"July 35, 2020","Jun 21, 2024",0
21Jun2024,"June 21, 2024",1
21Jun2024,6/21/24,1
"May 21, 2024",06/21/24,0
Jun212024,"2024, Jun 21",1
24/21/06,Jun212024,0
"2024, Jun 21","Jun 21, 2024",1
"Jun 21, 2024","2024, Jun 21",1
"May 21, 2024","2024, Jun 21",0
21/06/24,"2024, Jun 21",1
21Jun2024,21/6/2024,1
June 2024 21,6/21/2024,0
"21 June, 2024",6/21/2024,1
Random date text,2024/6/21,0
"Jun 21, 24",21/06/2024,1
06/21/2024,"24, Jun 21",1
June 2024 21,"Jun 21, 2024",0
2024Jun21,6/21/24,1
"21 Jun, 2024",21/6/24,1
"July 35, 2020",2024-06-21,0
2024-06-21,"Jun 21, 24",1
24/21/06,21/06/2024,0
21/6/24,"24, June 21",1
"21 Jun, 2024","2024, June 21",1
"July 35, 2020","2024, June 21",0
2024-06-21,"June 21, 2024",1
20240621,2024/6/21,1
2024/21/06,"Jun 21, 24",0
"Jun 21, 2024","2024, Jun 21",1
2024/21/06,"2024, June 21",0
"21 Jun, 2024",21/06/24,1
"24, June 21",20240621,1
"June 21, 2019","2024, June 21",0
2024-06-21,2024/06/21,1
06/21/24,"21 Jun, 2024",1
24/21/06,20240621,0
"2024, Jun 21","21 June, 2024",1
June 2024 21,21/06/2024,0
"24, Jun 21",06/21/24,1
6/21/24,Jun212024,1
24/21/06,"June 21, 2024",0
"14 Nov, 2024",2024-11-14,1
2024/11/14,"24, November 14",1
24/14/11,Nov142024,0
20241114,14/11/2024,1
2024/14/11,"14 Nov, 2024",0
11/14/24,2024/11/14,1
2024/11/14,14/11/24,1
"December 39, 2028",2024Nov14,0
"14 November, 2024","Nov 14, 24",1
"14 Nov, 24","14 Nov, 2024",1
"November 14, 2017",11/14/24,0
"14 November, 2024","14 Nov, 2024",1
24/14/11,"14 Nov, 2024",0
"2024, Nov 14","14 Nov, 24",1
"2024, Nov 14","24, Nov 14",1
November 2024 14,11/14/24,0
2024Nov14,11/14/2024,1
"Nov 14, 2024",2024-11-14,1
"November 14, 2017","14 Nov, 2024",0
"24, Nov 14",11/14/2024,1
Random date text,11/14/24,0
2024/11/14,11/14/24,1
"14 Nov, 24",11/14/2024,1
2024/14/11,14/11/24,0
"2024, November 14",2024-11-14,1
14Nov2024,"Nov 14, 2024",1
November 2024 14,"14 Nov, 2024",0
11/14/24,"November 14, 2024",1
2024/14/11,11/14/2024,0
11/14/2024,14/11/24,1
"14 Nov, 2024","November 14, 2024",1
"December 39, 2028",14/11/24,0
2024-11-14,11/14/24,1
"Nov 14, 2024","2024, Nov 14",1
24/14/11,11/14/24,0
"14 Nov, 24","November 14, 2024",1
Random date text,2024Nov14,0
"14 Nov, 24",11/14/24,1
11/14/2024,2024/11/14,1
24/14/11,"14 Nov, 2024",0
"24, November 14","Nov 14, 2024",1
"2024, November 14","14 Nov, 2024",1
"January 14, 2024","24, November 14",0
"Nov 14, 24",14/11/24,1
2024/14/11,"24, Nov 14",0
2024-11-14,11/14/24,1
"14 Nov, 24","14 November, 2024",1
"January 14, 2024",11/14/2024,0
14/11/2024,"Nov 14, 2024",1
11/14/24,"Nov 14, 2024",1
2024/14/11,11/14/24,0
"Nov 14, 2024",Nov142024,1
"December 39, 2028",11/14/24,0
"24, Nov 14",11/14/2024,1
20241114,14/11/2024,1
24/14/11,2024/11/14,0
